release_code,publication,series_code,category,sub_category,sub_component,price_type,metric,frequency,value,date,seasonal_adjustment
P0441,Gross domestic product,QNS1012,Taxes less subsidies on products,Taxes less subsidies on products,,Current prices,Rand Value,Quarterly,100352.0,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS1000,GDP at market prices,GDP at market prices,,Current prices,Rand Value,Quarterly,1291400.397365929,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS1015,Value added at basic prices,Primary industries,,Current prices,Rand Value,Quarterly,110998.338555667,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS1016,Value added at basic prices,Secondary industries,,Current prices,Rand Value,Quarterly,291533.000587776,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS1017,Value added at basic prices,Tertiary industries,,Current prices,Rand Value,Quarterly,788517.058222486,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS2010,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure (total),Current prices,Rand Value,Quarterly,1028139.766149692,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS2011,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure by households,Current prices,Rand Value,Quarterly,814343.184155345,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS2012,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure by general government,Current prices,Rand Value,Quarterly,213796.581994347,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS2020,Expenditure on GDP,Gross capital formation,Gross capital formation (total),Current prices,Rand Value,Quarterly,193733.660471918,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS2021,Expenditure on GDP,Gross capital formation,Gross fixed capital formation,Current prices,Rand Value,Quarterly,180271.660471918,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS2022,Expenditure on GDP,Gross capital formation,Change in inventories,Current prices,Rand Value,Quarterly,13462.0,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS2030,Expenditure on GDP,Gross domestic expenditure,,Current prices,Rand Value,Quarterly,1221873.42662161,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS2040,Expenditure on GDP,Exports of goods and services,,Current prices,Rand Value,Quarterly,379044.0,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS2050,Expenditure on GDP,Imports of goods and services,,Current prices,Rand Value,Quarterly,333736.0,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS2000,Expenditure on GDP,Expenditure on GDP (total),,Current prices,Rand Value,Quarterly,1267181.42662161,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS2001,Residual (production less expenditure),,,Current prices,Rand Value,Quarterly,24218.970744319,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS2002,Residual (production less expenditure),,,Current prices,Rand Value,Quarterly,1.875403693,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS3010,Final consumption expenditure by households,Food and non-alcoholic beverages,,Current prices,Rand Value,Quarterly,,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS3020,Final consumption expenditure by households,"Alcoholic beverages, tobacco and narcotics",,Current prices,Rand Value,Quarterly,,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS3030,Final consumption expenditure by households,Clothing and footwear,,Current prices,Rand Value,Quarterly,,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS3040,Final consumption expenditure by households,"Housing, water, electricity, gas and other fuels",,Current prices,Rand Value,Quarterly,,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS3050,Final consumption expenditure by households,"Furnishings, household equipment, maintenance",,Current prices,Rand Value,Quarterly,,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS3060,Final consumption expenditure by households,Health,,Current prices,Rand Value,Quarterly,,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS3070,Final consumption expenditure by households,Transport,,Current prices,Rand Value,Quarterly,,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS3080,Final consumption expenditure by households,Communication,,Current prices,Rand Value,Quarterly,,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS3090,Final consumption expenditure by households,Recreation and culture,,Current prices,Rand Value,Quarterly,,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS3100,Final consumption expenditure by households,Education,,Current prices,Rand Value,Quarterly,,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS3110,Final consumption expenditure by households,Restaurants and hotels,,Current prices,Rand Value,Quarterly,,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS3120,Final consumption expenditure by households,Miscellaneous goods and services,,Current prices,Rand Value,Quarterly,,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS3210,Final consumption expenditure by households,Durable goods,,Current prices,Rand Value,Quarterly,88662.436030801,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS3220,Final consumption expenditure by households,Semi-durable goods,,Current prices,Rand Value,Quarterly,84381.475898059,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS3230,Final consumption expenditure by households,Non-durable goods,,Current prices,Rand Value,Quarterly,234741.154709055,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS3240,Final consumption expenditure by households,Services,,Current prices,Rand Value,Quarterly,406558.117517431,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS4020,Gross fixed capital formation (type of organisation),General government,,Current prices,Rand Value,Quarterly,31006.563136935,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS4030,Gross fixed capital formation (type of organisation),Public corporations,,Current prices,Rand Value,Quarterly,16312.284309181,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS4040,Gross fixed capital formation (type of organisation),Private business enterprises,,Current prices,Rand Value,Quarterly,132952.813025802,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS4050,Gross fixed capital formation (type of asset),Residential buildings,,Current prices,Rand Value,Quarterly,,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS4060,Gross fixed capital formation (type of asset),Non-residential buildings,,Current prices,Rand Value,Quarterly,,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS4070,Gross fixed capital formation (type of asset),Construction works,,Current prices,Rand Value,Quarterly,,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS4080,Gross fixed capital formation (type of asset),Transport equipment,,Current prices,Rand Value,Quarterly,,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS4160,Gross fixed capital formation (type of asset),Machinery and other equipment (includes computers and related equipment),,Current prices,Rand Value,Quarterly,,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS4170,Gross fixed capital formation (type of asset),"Other assets (includes research and development, computer software, mineral exploration and cultivated biological resources)",,Current prices,Rand Value,Quarterly,,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS4150,Gross fixed capital formation (type of asset),Transfer costs,,Current prices,Rand Value,Quarterly,,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRU1001,Value added at basic prices,"Agriculture, forestry and fishing",,Constant 2015 prices,Rand Value,Quarterly,13479.420341879,2002-01-01,Actual values
P0441,Gross domestic product,QRU1002,Value added at basic prices,Mining and quarrying,,Constant 2015 prices,Rand Value,Quarterly,54069.617953374,2002-01-01,Actual values
P0441,Gross domestic product,QRU1003,Value added at basic prices,Manufacturing,,Constant 2015 prices,Rand Value,Quarterly,104236.965169843,2002-01-01,Actual values
P0441,Gross domestic product,QRU1004,Value added at basic prices,"Electricity, gas and water",,Constant 2015 prices,Rand Value,Quarterly,23879.581225684,2002-01-01,Actual values
P0441,Gross domestic product,QRU1005,Value added at basic prices,Construction,,Constant 2015 prices,Rand Value,Quarterly,16850.732387478,2002-01-01,Actual values
P0441,Gross domestic product,QRU1006,Value added at basic prices,"Trade, catering and accommodation",,Constant 2015 prices,Rand Value,Quarterly,84036.828732599,2002-01-01,Actual values
P0441,Gross domestic product,QRU1007,Value added at basic prices,"Transport, storage and communication",,Constant 2015 prices,Rand Value,Quarterly,53615.710821546,2002-01-01,Actual values
P0441,Gross domestic product,QRU1008,Value added at basic prices,"Finance, real estate and business services",,Constant 2015 prices,Rand Value,Quarterly,133729.036636126,2002-01-01,Actual values
P0441,Gross domestic product,QRU1009,Value added at basic prices,General government services,,Constant 2015 prices,Rand Value,Quarterly,57047.100522336,2002-01-01,Actual values
P0441,Gross domestic product,QRU1010,Value added at basic prices,Personal services,,Constant 2015 prices,Rand Value,Quarterly,113020.256864035,2002-01-01,Actual values
P0441,Gross domestic product,QRU1011,Value added at basic prices,Value added at basic prices (total),,Constant 2015 prices,Rand Value,Quarterly,652471.601585326,2002-01-01,Actual values
P0441,Gross domestic product,QRU1012,Taxes less subsidies on products,Taxes less subsidies on products,,Constant 2015 prices,Rand Value,Quarterly,71359.031482929,2002-01-01,Actual values
P0441,Gross domestic product,QRU1000,GDP at market prices,GDP at market prices,,Constant 2015 prices,Rand Value,Quarterly,723732.108320014,2002-01-01,Actual values
P0441,Gross domestic product,QRU1015,Value added at basic prices,Primary industries,,Constant 2015 prices,Rand Value,Quarterly,67549.038295253,2002-01-01,Actual values
P0441,Gross domestic product,QRU1016,Value added at basic prices,Secondary industries,,Constant 2015 prices,Rand Value,Quarterly,144967.278783006,2002-01-01,Actual values
P0441,Gross domestic product,QRU1017,Value added at basic prices,Tertiary industries,,Constant 2015 prices,Rand Value,Quarterly,441448.933576642,2002-01-01,Actual values
P0441,Gross domestic product,QRU2010,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure (total),Constant 2015 prices,Rand Value,Quarterly,566196.056706623,2002-01-01,Actual values
P0441,Gross domestic product,QRU2011,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure by households,Constant 2015 prices,Rand Value,Quarterly,434842.946509854,2002-01-01,Actual values
P0441,Gross domestic product,QRU2012,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure by general government,Constant 2015 prices,Rand Value,Quarterly,131353.110196769,2002-01-01,Actual values
P0441,Gross domestic product,QRU2020,Expenditure on GDP,Gross capital formation,Gross capital formation (total),Constant 2015 prices,Rand Value,Quarterly,99658.947003604,2002-01-01,Actual values
